video_id,comment_id,comment,published_at
LYb_raAonAE,UgwyIIOfzfk45JqAsWd4AaABAg,"klw naik turu dolar itu dari dulu sudah ada tp gak haboh seperti sekarang ini indonesia itu aneh masalah apapun yg di salahkan presidennya kalian lihatlah negara"" lainnya gak ada yg menyalahkan presidennya",2024-06-29T00:43:24Z
LYb_raAonAE,Ugys2OhRZV_kahvAh6F4AaABAg,"Gak usah ngurusin dan bandingin dengan negara lain pak, kalau memang hebat dan tepati janji buat la angka rupiah di bawah 10.000😂",2024-06-27T22:15:45Z
LYb_raAonAE,UgwgHqJ7Tz9w9Yq7arV4AaABAg,Stabil soalnya di kantong saya banyak uang dolar,2024-06-27T12:50:51Z
LYb_raAonAE,Ugy58sz14G_H9e8KVWd4AaABAg,"Bertemunya faktor eksternal (keadaan geopolitik internasional, suku bunga The Fed, dll) dg faktor internal (daya beli melemah, defisit APBN, dll) mempersulit kebangkitan rupiah",2024-06-27T04:33:55Z
LYb_raAonAE,UgzZD4ritOnGCzM947F4AaABAg,"9 THN lalu,aku prediksi dollar 15000, gak nyangka ternyata udah hampir 16500",2024-06-26T08:04:16Z
LYb_raAonAE,Ugz30CTpj_4dWHFTSep4AaABAg,"Bandingkan dengan negara lain ya..tapi negara lain gak impor beras gak impor elekteonik, intinya mereka gak mau disalahkan apalagi sri mulyani tukang palak pajak",2024-06-25T11:22:47Z
LYb_raAonAE,Ugw95lMljGgVIo01BlZ4AaABAg,"Judul.. 
Artinya Indonesia masih dijadikan target sekalipun sdh menjadi neg demokrasi. 
Semoga setelah prabowo dilantik menjadikan Indonesia anggota BRICS.",2024-06-25T10:27:03Z
LYb_raAonAE,UgxgZ11zNh4j4d1QSg54AaABAg,Stabil matane,2024-06-25T09:26:04Z
LYb_raAonAE,UgxJPxCUy9bypYDAWrF4AaABAg,alhamdullilah gassss terus sampai tepurukkkkkk,2024-06-25T04:30:18Z
LYb_raAonAE,UgwKcI707TULS0Vy10N4AaABAg,"KRISMON JILID 2..😭😭
Pemerintah Pura2 Melek Mata..Gembar Gembor Ekonomi masih Pancen OKE..Kiblat nya liat Amerika😂😂😂..Padahal Rakyat menjerit PHK dan Loker Sulit😢😢",2024-06-24T10:08:30Z
LYb_raAonAE,UgzLp_rDeS5lnm4JlAd4AaABAg,"Pak gubernur BI ini slalu bicara stabil2 aja, nggak memikirkan rupia anjlok dn smua jadi kaco.... berarti aslinya pak gubernur BI ini pendukung dolar.",2024-06-24T05:57:16Z
LYb_raAonAE,UgxsZmlXtWW_el4sQVR4AaABAg,EKONOMI MEROKET ALA ALA KANG NGIBUL 😂😆 kaum 58% banyak yg kena PHK tuh dan tetap pura pura bahagia 😆😂😆,2024-06-23T13:53:20Z
LYb_raAonAE,UgwKPjyJc8d7_zu_fSZ4AaABAg,"Yg dibandingkan negara lain, tapi gk mikir ekonomi rakyat sendiri... Kan bgsd😂",2024-06-23T11:06:24Z
LYb_raAonAE,UgwsDczKTdomH77HfCp4AaABAg,"Klau stabil tu+ 15 ,000 pak .",2024-06-23T10:18:50Z
LYb_raAonAE,Ugw4oiCyIyNbvURWasl4AaABAg,Tuh dengar klau punya utang dolar harus berhati hati sdh jatuh melemah lg rupiah.,2024-06-23T10:17:29Z
LYb_raAonAE,Ugz2SkDbD1gEQWYPNDt4AaABAg,Jagan dong pak di bandingkan dengan negara lain 😮😮negara lain koruptor di hukum mati jadi ngak ada yg. berani korupsi,2024-06-23T08:01:02Z
LYb_raAonAE,UgxTnAvo_pOJ-ojUc2d4AaABAg,"Masih srahil2 aman2 itulah kata2 utk membela diri, jkw selalu membandingkan dgn negara lain, selalu menganggap terbaik. Diam kenapa",2024-06-23T07:20:55Z
LYb_raAonAE,UgxgzQlmCnRd9HseLYR4AaABAg,"Di bilng ""STABIL"" tpi malah bilang mlakukan langkah ""STABILISASI"" ?? gimana itu 🎉😂, klo STABIL ngapain ngambil langlah STABILISASI 😂😂😂",2024-06-23T04:28:35Z
LYb_raAonAE,UgyqJ6_8AKvdIXR51Uh4AaABAg,Gak sesuai dengan janji nya waktu pemilu 1 dolar 10 rb 😢😢😢😢,2024-06-22T16:50:54Z
LYb_raAonAE,UgybCWmapxY4ean5koF4AaABAg,"Masih bisa up ke 23k 😅per dollar 
Ayo dolar trus grus rupiah",2024-06-22T11:32:36Z
LYb_raAonAE,Ugz18momRpL_XkL0koF4AaABAg,Nilai rupiah nya kembali ke zaman 98 Dulu tapi abis suharto lengser habibie bisa nguatin nilai rupiahh sangat drastis... Tapi gw ga yakin itu bisa terjadi lagi..,2024-06-22T09:15:46Z
LYb_raAonAE,Ugww9qvlPkmXhJLezQB4AaABAg,"Herannya pemerintah selalu aja terkesan masih menyepelakan dan berkata bahwa ini masih mending dari negara bla bla bla, fokus aja memperbaiki keadaan 😢",2024-06-22T05:19:19Z
LYb_raAonAE,Ugz_9fZED2n8TSKW30J4AaABAg,"Bapak kau setabil,orang susah gara2 pe.erintah gak becus",2024-06-22T03:14:39Z
LYb_raAonAE,UgyBIPeuzmLDL6cRqzp4AaABAg,"Dari dulu juga lemah mulu dasar muka tembok kerja""gk ada buahnya mkn tidur kentut mulu😂😂😂",2024-06-22T02:16:53Z
LYb_raAonAE,UgxUKjCvXseVCUgD4Z14AaABAg,"Utang pake dolar, ngalamat remuk lah negara",2024-06-21T18:52:23Z
LYb_raAonAE,Ugy_WeU0SCfINHzHPN94AaABAg,Biar babak belur.biar mati bareng2.,2024-06-21T13:22:30Z
LYb_raAonAE,UgzpdkcqiqNRrd6NTbd4AaABAg,"1.Korupsi,hutang,judi online,E comerce(Tokopedia,shopee,lazada dan lainnya)salah satu penyumbang terbesar dollar menjadi tinggi dikarenakan emas menguap keluar negeri.
2.kejahatan global elite memainkan mata uang agar bisa bikin budak dunia padahal nilai emas sudah ditentukan international seharusnya mata uang nilainya sama.
Begitulah jahatnya bila negara yang d3kat dengan Amerika dan eropa nilainya pastilah tinggi.
Saatnya emas menjadi alat tukar.",2024-06-21T13:13:03Z
LYb_raAonAE,Ugye0tCOLsnwrVVWHWV4AaABAg,"Udah tenang, bukan urusan kita. . Urusan alien..",2024-06-21T12:42:13Z
LYb_raAonAE,UgyfV6oMh485QlcEBMx4AaABAg,Paksa semua warga yg pegang dollar agar menukarkan ke rupiah,2024-06-21T11:50:53Z
LYb_raAonAE,Ugx8ztmnfWv7A6xxsyR4AaABAg,"Ora masalah seng penting anak.mantu.cucu jokowi kaya raya dan ttp bisa berkuasa ora po""seng penting hrs membangun dinasty dan hrs hutang gede""supaya bisa maju Negaranya dan bahagia rakyatnyaa..kan jokowi pemimpi yg hebat dan kuat sepanjang sejarah..pecatur ulung😂😂😂",2024-06-21T11:46:59Z
LYb_raAonAE,UgynBKO_gtqwKKpXjHZ4AaABAg,ni pasti ada pejabat yg korupsi menyimpan wang di luarnegri,2024-06-21T11:37:54Z
LYb_raAonAE,UgyvPLC-pRbp6gZyMlt4AaABAg,"Makanya jadi pejabat itu jangan korupsi mulu, jangan rusak negara,
Negara kita besar, harusnya kalian pikir gimana caranya bisa maju seperti negara lain, negara lain kalo sudah maju, penukaran kurs itu turun, 
Beda sama di indo semakin naik semakin menjelit,",2024-06-21T10:56:31Z
LYb_raAonAE,UgysmBcnz145HZHkFYZ4AaABAg,"Ngapain ngebanding²kan dengan negara lain.
Negara lain hancur apa mau ikutan hancur juga.",2024-06-21T10:29:32Z
LYb_raAonAE,UgyaIrHISyrC82la76t4AaABAg,jatuh miskin,2024-06-21T09:44:30Z
LYb_raAonAE,UgycJIHIctoDsGPgUkx4AaABAg,indonesia akan bankrub ha ha,2024-06-21T09:41:00Z
LYb_raAonAE,UgyYJJ2QphedRToA4LR4AaABAg,jadi heran orang orang pinter di indonesia kerjanya apa sii melemah terus rupiah😢,2024-06-21T09:36:41Z
LYb_raAonAE,UgwRmE0aBz9qWSiY4Vp4AaABAg,indonesia makin miskin pak ini gmn utang negara udah semakin banyak nilai mata uang uang rupiah melemah terus,2024-06-21T09:33:29Z
LYb_raAonAE,UgzeeAwRNH0NF1f2ujF4AaABAg,Solusinya Indonesia Tenang.....,2024-06-21T08:12:56Z
LYb_raAonAE,Ugx9AyQ6PbVEP1Lc7_R4AaABAg,Bukan nya Indonesia emas ? Jadinya Indonesia cemas,2024-06-21T08:10:27Z
LYb_raAonAE,UgyIN0L2hIi5027R6jl4AaABAg,"ahlinya nyari biang kerok. tp ga pernah ada solusi. nyuruhnya tingkatin belanja dlm negeri, tp produk dlm negeri sndr di banjiri barang impor. alasan brg impor lbh murah, tp ga di bantu pengusaha lokal. pemerintah dungu..",2024-06-21T07:24:02Z
LYb_raAonAE,UgyYRPHmO1-QEePf0LJ4AaABAg,DOLAR EURO .MANTAP.,2024-06-21T07:05:36Z
LYb_raAonAE,UgzPwKtjSKNwtmachoJ4AaABAg,pemerintah masih sibuk berpolitik utk partai dan dirinya sendiri kurang bekerja pdhl waktunya cuman 5thun,2024-06-21T07:01:04Z
LYb_raAonAE,UgyrAHvsLE5YNKoxs6t4AaABAg,tetangga malay pasti iri liatin rupiah udah mendoniaaa,2024-06-21T06:58:35Z
LYb_raAonAE,UgxfMpJ1cwG1YjCVh7h4AaABAg,Korupsi tumbuh subur begundal judi dipupuk hukum yg tumpul keatas tajam kebawah jujur disingkirkan,2024-06-21T06:20:58Z
LYb_raAonAE,UgwiW0B66OlZWJrTJLN4AaABAg,"Babak belur,, imbasnya ke warga yg penghasilan pas pasan,,,",2024-06-21T04:31:54Z
LYb_raAonAE,Ugylkt3eCrPQUrtXWBF4AaABAg,"Masih 16.400 /dollar kata yang mulia Jokowi itu masih dalam jangkauan aman. mudah-mudahan sampai 25 rb agar komoditi ekspor pertanian/pertambangan semakin mahal. soal negara krisis tidak perlu dipikirkan toh uang negara  numpuk korupsi juga numpuk ko,",2024-06-21T04:08:19Z
LYb_raAonAE,UgxSL-d5VYvb9mjZvFd4AaABAg,Gara-gara Tiongkok... Piye... Narkotik nya ferdy... Terhambat... Distribusi nya.,2024-06-21T04:03:37Z
LYb_raAonAE,Ugz3Bop00RhArFfuePh4AaABAg,"Mantap ini, Nambah utang lagi harusnya, skg udah 8.300 Trilliun 😂",2024-06-21T03:30:47Z
LYb_raAonAE,UgwynwmDbLVKfMpVY-B4AaABAg,"Bukan hanya nilai tukar rupiah. Rasio beban hutang thd penerimaan perpajakan sudah diatas 20℅, jauh diatas batas aman 7 - 10℅.",2024-06-21T03:02:11Z
LYb_raAonAE,UgwMGwfmzIgg3MfhkhZ4AaABAg,Klo gini indonesia elitnya hanya jago tipu rakyat sendiri dan gagal tipu negara lain haha jogetin aja lah yg penting korupsi lancar dan mkan siang gratis,2024-06-21T01:58:22Z
LYb_raAonAE,Ugwe_n-9YJ9t6wOA7mB4AaABAg,Ok gas ok gas mkan siang gratis,2024-06-21T01:56:32Z
LYb_raAonAE,Ugy2xEqWE6nVJ0j7RXN4AaABAg,Indonesia melaju ke arah krisis Indonesia 1998. Rusuhan di pelbagai wilayah Indonesia akan terjadi sedikit masa lagi. Wait and see..,2024-06-21T01:04:08Z
LYb_raAonAE,Ugxru_DErUcOsjl1uYZ4AaABAg,"apakah pejabat negara mau ber tahta di IKN ?? dengan PHK sudah meluas . 
Rakyat negara tercinta ini jangan dilupakan",2024-06-21T00:18:53Z
LYb_raAonAE,UgxLNDv-LtWoFCjwmF54AaABAg,"Bgtu kok dia entengnya memaksakan tapera 🤣🤣🤣 
Jooo jooo",2024-06-20T23:44:09Z
LYb_raAonAE,Ugx0h4gNaj2AqFiPaNV4AaABAg,"Dg tingginya dollar sembako semakin mahal , dijaman Jokowi semuanya kacau balau , jadi kebayang jaman Suharto",2024-06-20T21:55:16Z
LYb_raAonAE,UgzGXivKrutZO7aBo4J4AaABAg,Terbaik di dunia mana pak 😢,2024-06-20T19:20:25Z
LYb_raAonAE,UgwwCoYEdsYCLqYffex4AaABAg,Wk wk rupiah stabil kata nya 😂😂😂 parah,2024-06-20T18:04:59Z
LYb_raAonAE,Ugy_h-f-_tZmpHXObvN4AaABAg,Makan gratis gagal total 😂,2024-06-20T17:59:41Z
LYb_raAonAE,Ugz6Ne-i8q8hnYnPz4x4AaABAg,Terserah mau naik atupun turun sama aja bagi sy yg penting sy ada tuhan yh maha kaya d maha pemberi rezeki,2024-06-20T16:46:29Z
LYb_raAonAE,UgzqucKxQv_p7tS70uV4AaABAg,"Terlalu mengurusi gaza israel 
Ya amerika gerakit dikit dolar nya
Konoha lansung murat marit
😂😂",2024-06-20T16:37:43Z
LYb_raAonAE,Ugxea72_Rrj8UOWj7-V4AaABAg,Klo krisis terjadi. Kalian para penjarah incar rumah pejabat kaya Srilangka. Jgn toko2 yg kalian jarah.,2024-06-20T16:14:05Z
LYb_raAonAE,UgwdBe_3oJENKBdxiPB4AaABAg,SANGAT STABIL STABIL DAN STABIL 😂😂😂😂,2024-06-20T15:46:27Z
LYb_raAonAE,UgxshtGjxb6AMEJ9p0Z4AaABAg,Rezim pembohong,2024-06-20T15:45:57Z
LYb_raAonAE,UgxLrsS0NeTQpFdA7z54AaABAg,Aq prediksi bisa tembus menyentuh 17.500..😮kalau sampe tembus 18.000 maka bisa naik ke 20.000..hancur..,2024-06-20T15:20:19Z
LYb_raAonAE,UgzqctrTRuFHWS6dsRl4AaABAg,Selalu bilang stabil😂,2024-06-20T14:47:38Z
LYb_raAonAE,UgwZHoL2OGECRlBRkAp4AaABAg,"TENANG KATA PAK LURAH KONOHA ,, BELUM 20 RB😂😂😂😂😂",2024-06-20T14:34:56Z
LYb_raAonAE,UgwxXwEmvcyC2PgjFl14AaABAg,Biasa aja kata org no 1,2024-06-20T14:26:03Z
LYb_raAonAE,UgxQht3ECA2cux6yLLx4AaABAg,Al quran bilang uang itu dinar dan dirham emas dan perak bukan kertas,2024-06-20T13:48:45Z
LYb_raAonAE,UgwByuvBgbaXR_Q4yrR4AaABAg,"Negara kita setara sama Myanmar,Laos Kamboja ,tapi pejabatnya Gengsi mengakuinya😅",2024-06-20T12:38:28Z
LYb_raAonAE,UgxuFeI2aw8RIUZmbY94AaABAg,ok gass.. ok gasss... mari KRISMON ok Gass... 😂😂,2024-06-20T12:26:16Z
LYb_raAonAE,UgzclNCHJf_JcvoMaKx4AaABAg,"Udah hancur kayak gini,lahhh malah mau dilanjutkan sama prabowo Dan samsul anak jkwi Malin hancur berkeping kepinge keadaan negara ini ekonomi hancur,demokrasi rusak ,hukum  babak belur tinggal nama",2024-06-20T11:47:38Z
LYb_raAonAE,UgzPHEa2WL9gTiFFMol4AaABAg,"Udah hancur kayak gini,lahhh malah mau dilanjutkan sama prabowo Dan samsul anak jkwi Malin hancur berkeping kepinge keadaan negara ini ekonomi hancur,demokrasi rusak ,hukum  babak belur tinggal nama",2024-06-20T11:47:34Z
LYb_raAonAE,UgzL_RiSVOjF_YnU_694AaABAg,"JANGAN BYK NGELUH...
SANTAI AJA.,YG PENTING MASIH BISA MAKAN..😂",2024-06-20T11:44:21Z
LYb_raAonAE,Ugwd_-RpS3j5tF1Fgxx4AaABAg,Kenapa sampai okt ya? Kl sdh begini mending ganti dipercepat...pak presiden sdh tdk mampu...mikirin anaknya berkuasa...dr pada menjaga ekonomi...,2024-06-20T11:30:35Z
LYb_raAonAE,UgzVc0gV4r4ktz97v2t4AaABAg,Setabil apanya cok,2024-06-20T10:59:11Z
LYb_raAonAE,UgwiBbmeHND2p3i6Owt4AaABAg,Penguasa djpilih karena PENCITRAAN dan didukung karena kroni2x Cukongnya....bukan karena KWALITAS ....nikmati sj i ilah PILIHANmu......hhhhhhnaaaaaaaa haaaaa.....,2024-06-20T10:50:46Z
LYb_raAonAE,UgwIX_RmLKttQSryrjt4AaABAg,Awal nya sih udah salah dlu waktu merdeka,2024-06-20T10:39:41Z
LYb_raAonAE,UgwXqRCy7ODQYjjCeD54AaABAg,Kata ibu Mentri ekonomi aman😂😂😂..,2024-06-20T10:06:13Z
LYb_raAonAE,Ugzaf7x8wurdbTdSBmx4AaABAg,Yang begini sok mau boykot Produk israel dan Amerika,2024-06-20T09:52:31Z
LYb_raAonAE,UgzU02faSwgPU9Ue0OZ4AaABAg,Jogetin aja 💃💃💃,2024-06-20T09:23:54Z
LYb_raAonAE,Ugx5kx3zZ1sU87mLcfx4AaABAg,Klo dolar lg marah siapapun bs tumbang,2024-06-20T09:17:16Z
LYb_raAonAE,Ugy0qoTbuTj5m33T-D94AaABAg,Hancurkan..!,2024-06-20T09:02:22Z
LYb_raAonAE,UgxJdAccPdGzhvSJGlZ4AaABAg,"Nanti bakal di lanjutkan 02 , pak wo dan gibran",2024-06-20T09:01:05Z
LYb_raAonAE,UgxM5ssuOsfVqYirE7B4AaABAg,Pecat Yu Sri,2024-06-20T08:53:54Z
LYb_raAonAE,UgwnqS9sJbZKPs5pCnR4AaABAg,58 melanjutkan indonesia mas mas.banggakan kalian😁,2024-06-20T08:48:10Z
LYb_raAonAE,UgxapYIet6NWqxvadjh4AaABAg,🤠☕Sebetulnya bisa jd ini gambaran kecemasan pasar thd pemerintahan baru bln oktober🍰🐜🐜 nantihttps://youtu.be/NY3CN0K2XO4?si=i6_y47ekjydIbHAI,2024-06-20T08:39:56Z
LYb_raAonAE,UgyKHGWG_gRRyMAW3sh4AaABAg,mampus lu rupiaaaah binti tuminaaah wkwkwkwk  🤣😂🤣😂,2024-06-20T08:37:07Z
LYb_raAonAE,UgzIubu4B-4GmNz9jqB4AaABAg,Wowo kmna gk komen ya😅😅,2024-06-20T08:07:52Z
LYb_raAonAE,Ugw_0H_gEGLGevJOHzF4AaABAg,"Biarin aj. Biar ancur,, uang sejuta berasa seribu😂",2024-06-20T08:05:56Z
LYb_raAonAE,UgzJpJYsy3xgRW67QFd4AaABAg,Penyampaian kebohongan kata siapa stabil,2024-06-20T08:00:48Z
LYb_raAonAE,UgwGojJnKs70WkmWEZZ4AaABAg,"LANJUTKAN......
kalimatnya...
K-0_N ...",2024-06-20T07:53:38Z
LYb_raAonAE,Ugwsx9BHg7SaoV926dB4AaABAg,"Negara kaya sumber daya alam, dengan tenaga kerja melimpah, eh malah pilih si planga plongo, ikut nyungsep dehh😅😅😅",2024-06-20T07:44:25Z
LYb_raAonAE,UgxawxDtld1hiLk1rMd4AaABAg,Harusnya klo  mimpin negara gk mampu  mengundurkan diri  malah pengen berkuasa terus gk malu,2024-06-20T07:40:34Z
LYb_raAonAE,UgwLKyPtczdXKyaUVWl4AaABAg,Klw ini tanya aja jokowew wew. Pasti jawabannya aman dan banding2 sama negara lain 😂😂😂😂😂. Lama2 indo di bandingkannya nanti sama Afrika 😂😂😂😂😂,2024-06-20T07:24:30Z
LYb_raAonAE,UgwsmnykhHyV5HYUjad4AaABAg,"Masarakat indonisa udh banyak angka ke miskinan jakarta dan karwang cerbon jawa barat jawa tengah semarang karangyar sukoarjo tiap daerah masih banyak kota"" Yg belom maju berkembang",2024-06-20T07:19:05Z
,UgwsmnykhHyV5HYUjad4AaABAg.A4txXPw7EE-A4upldlwLVY,Benar simpel nya aja..rakyat berjuang keras cari nafkah..eh kena tilang polisi😂..itu salah satu memiskinkan secara halus dengan dalih aturan..dan tidak ad prikemanusian blass...,2024-06-20T15:30:30Z
LYb_raAonAE,Ugx_9FhOMDtK64VPM9x4AaABAg,Banyak penjabat korupsi,2024-06-20T07:15:29Z
LYb_raAonAE,Ugwrk6SpQpSHAiA4Ry94AaABAg,"Salah satu Prestasi nyata Jokower selama berkuasa di negeri KONOHA 🤣🤣 bersama para penjilatnya yg semakin dungu para kaum-kaum cebongers, mereka andil besar membuat negeri KONOHA bangkrut🤣🤣🤣...!!!! Rupanya penjajah yg nyata itu adalah para pengkhianat bangsa 🤣🤣🤣 seperti Jokower dan para kaum-kaum pemujanya 🤣🤣🤣...!!!",2024-06-20T07:09:27Z
LYb_raAonAE,UgydHwuHkze7cOniczp4AaABAg,Menuju Indonesia Lemas,2024-06-20T07:02:26Z
LYb_raAonAE,UgxDRvvbLCg01kwiCDh4AaABAg,"secara otomatis nilai hutang RI jga ikut naik krn sebagian besar harus dibayar dlm bentuk dolar, itu belum terhitung bunga 😄",2024-06-20T06:55:26Z
LYb_raAonAE,Ugy1upnr722v6gjlWu94AaABAg,trow dolar and join brich,2024-06-20T06:53:51Z
LYb_raAonAE,Ugzdz2dwAoxdRjUaJdx4AaABAg,BAGUS😂😂😂,2024-06-20T06:50:11Z
LYb_raAonAE,UgzdcR3mFrsomFcfFq54AaABAg,Aman ajah makam gratis nga ngaruh nt ma dolar....,2024-06-20T06:41:59Z
LYb_raAonAE,UgwZYINmKI0Zi5O4uYx4AaABAg,Anak tk saja tau bedanya stabil dan tidak stabil,2024-06-20T06:38:13Z
LYb_raAonAE,Ugy4_shqZipkWs2AleR4AaABAg,"Jadi makan gratis, nggak ?
😄😄",2024-06-20T06:34:10Z
LYb_raAonAE,UgwdWjwX7YPDrHOIQmd4AaABAg,"Bandingkan koq sama korea selatan jepang... apa lg standup comedy, lucuuu nih",2024-06-20T05:59:59Z
LYb_raAonAE,UgyO7mJm8VK4QZ65njV4AaABAg,Rupiah stabil matamu cuk,2024-06-20T05:37:59Z
LYb_raAonAE,Ugx_rOHpqse6gcJ5w6Z4AaABAg,Rupiah stabil??? Pret2.,2024-06-20T05:37:53Z
LYb_raAonAE,UgwEhA49BbYDthRviKZ4AaABAg,Banyak orang pemerintahan mengutuk Israel & Yahudi Amerika  jadi_Nya Negara Indonesia kenak suatu Pelemahan Ekonomi.,2024-06-20T05:22:08Z
LYb_raAonAE,UgytLiQ1yLXp_rQ9xVx4AaABAg,"Hanya.... Joko Widodo dan Sri Mulyani,,,, berutang lagi ke Bank Dunia dan IMF serta KeNegara cina... biar negara Republik Indonesia ini, hancur hancuran... oleh hutang kalian....",2024-06-20T05:21:01Z
LYb_raAonAE,UgxIV4wDj7TGg5kXpNZ4AaABAg,Ok guys...Ok guys,2024-06-20T05:18:09Z
LYb_raAonAE,Ugwq6Eg9tgLf6tacwP94AaABAg,Lanjut terus IKN🤣,2024-06-20T05:17:33Z
LYb_raAonAE,UgzNHXX17Ge-4o7_Noh4AaABAg,Babak bebek peyet cabe ijo,2024-06-20T05:09:30Z
LYb_raAonAE,Ugx-1luMCi6muP-HzqJ4AaABAg,SAMSUL gk diterima pasaar...😂,2024-06-20T05:06:14Z
LYb_raAonAE,Ugx0fFBMrNCwi3DVs0J4AaABAg,kasian negara ini 😂😂😂..!!,2024-06-20T04:55:08Z
LYb_raAonAE,UgzioBcYpuQeLAUjpcl4AaABAg,LANJUTKAN TIGA PERIODE,2024-06-20T04:50:05Z
LYb_raAonAE,UgyPWCEk0YwvJoo31hl4AaABAg,"Rupiah dah babak belur, harga pada naik semua, rakyat makin miskin tapi pemerintah masih menganggap kondisi stabil dan salah satu terbaik di dunia 😅😅 lihat kalian dulu kondisi masyarakat bawah ini, makin muak lihat kinerja si mukidi ini",2024-06-20T04:41:06Z
LYb_raAonAE,UgwdsWNCoH4EsHOM2Kd4AaABAg,"lagi sibuk promosiin anak, jgn ganggu dlu",2024-06-20T04:32:06Z
LYb_raAonAE,UgwmLjK-go-_PnhTGUZ4AaABAg,Jokowi laknatulloh,2024-06-20T04:26:08Z
